time, amplitude
4.025000000000000000e+01,-1.609388197609418967e+03
4.027499999999999858e+01,-1.581931182290456036e+03
4.029999999999999716e+01,-1.554281875093924555e+03
4.032500000000000284e+01,-1.526459209604616944e+03
4.035000000000000142e+01,-1.498476764378125836e+03
4.037500000000000000e+01,-1.470339671874769465e+03
4.039999999999999858e+01,-1.442042865668418472e+03
4.042499999999999716e+01,-1.413571165939863931e+03
4.045000000000000284e+01,-1.384901151448081009e+03
4.047500000000000142e+01,-1.356004477465351101e+03
4.050000000000000000e+01,-1.326851574796856085e+03
4.052499999999999858e+01,-1.297414727664821839e+03
4.054999999999999716e+01,-1.267670419591119071e+03
4.057500000000000284e+01,-1.237601291159857738e+03
4.060000000000000142e+01,-1.207197885133006366e+03
4.062500000000000000e+01,-1.176460051309310984e+03
4.064999999999999858e+01,-1.145397391242508775e+03
4.067499999999999716e+01,-1.114027902583194873e+03
4.070000000000000284e+01,-1.082375017462244614e+03
4.072500000000000142e+01,-1.050464851648976264e+03
4.075000000000000000e+01,-1.018325241177122507e+03
4.077499999999999858e+01,-9.859858537601353419e+02
4.079999999999999716e+01,-9.534777168954771014e+02
4.082500000000000284e+01,-9.208314901956789527e+02
4.085000000000000142e+01,-8.880747302050432381e+02
4.087500000000000000e+01,-8.552297237298928394e+02
4.089999999999999858e+01,-8.223137335331357463e+02
4.092499999999999716e+01,-7.893410752848525362e+02
4.095000000000000284e+01,-7.563248524142453562e+02
4.097500000000000142e+01,-7.232773620731402389e+02
4.100000000000000000e+01,-6.902095903895409492e+02
4.102499999999999858e+01,-6.571302590349077946e+02
4.104999999999999716e+01,-6.240446780372915327e+02
4.107500000000000284e+01,-5.909535376188523514e+02
4.110000000000000142e+01,-5.578517431766293839e+02
4.112500000000000000e+01,-5.247282739462178824e+02
4.114999999999999858e+01,-4.915678366194885029e+02
4.117499999999999716e+01,-4.583535283279967416e+02
4.120000000000000284e+01,-4.250695702169894616e+02
4.122500000000000142e+01,-3.917032798126585931e+02
4.125000000000000000e+01,-3.582456102762194519e+02
4.127499999999999858e+01,-3.246911884637399908e+02
4.129999999999999716e+01,-2.910389233056150147e+02
4.132500000000000284e+01,-2.572925613273802128e+02
4.135000000000000142e+01,-2.234605004436172635e+02
4.137500000000000000e+01,-1.895551718984733895e+02
4.139999999999999858e+01,-1.555921671240506328e+02
4.142499999999999716e+01,-1.215887377220243195e+02
4.145000000000000284e+01,-8.756171284117948517e+01
4.147500000000000142e+01,-5.352575927225818475e+01
4.150000000000000000e+01,-1.949262288465000381e+01
4.152499999999999858e+01,1.452894080965594981e+01
4.154999999999999716e+01,4.853275386297337946e+01
4.157500000000000284e+01,8.251425112806171569e+01
4.160000000000000142e+01,1.164692901411507080e+02
4.162500000000000000e+01,1.503932773657824953e+02
4.164999999999999858e+01,1.842808378199683830e+02
4.167499999999999716e+01,2.181258464946124320e+02
4.170000000000000284e+01,2.519214068854260802e+02
4.172500000000000142e+01,2.856592039076371066e+02
4.175000000000000000e+01,3.193279862618853144e+02
4.177499999999999858e+01,3.529118964912401566e+02
4.179999999999999716e+01,3.863895429856679584e+02
4.182500000000000284e+01,4.197338604075870307e+02
4.185000000000000142e+01,4.529125923167364363e+02
4.187500000000000000e+01,4.858895447842327258e+02
4.189999999999999858e+01,5.186262918245359970e+02
4.192499999999999716e+01,5.510834174874261180e+02
4.195000000000000284e+01,5.832210669293017418e+02
4.197500000000000142e+01,6.149998379620863034e+02
4.200000000000000000e+01,6.463827007838466443e+02
4.202499999999999858e+01,6.773369683352850643e+02
4.204999999999999716e+01,7.078351947122507681e+02
4.207500000000000284e+01,7.378552458516502384e+02
4.210000000000000142e+01,7.673799056015243423e+02
4.212500000000000000e+01,7.963955078054691512e+02
4.214999999999999858e+01,8.248898080733025608e+02
4.217499999999999716e+01,8.528510462282624758e+02
4.220000000000000284e+01,8.802695187378639048e+02
4.222500000000000142e+01,9.071404400064494666e+02
4.225000000000000000e+01,9.334664500057408532e+02
4.227499999999999858e+01,9.592591552395903136e+02
4.229999999999999716e+01,9.845390099811985465e+02
4.232500000000000284e+01,1.009333390310795835e+03
4.235000000000000142e+01,1.033673943111341487e+03
4.237500000000000000e+01,1.057594266274161782e+03
4.239999999999999858e+01,1.081128378444670034e+03
4.242499999999999716e+01,1.104309823226722301e+03
4.245000000000000284e+01,1.127171060361112495e+03
4.247500000000000142e+01,1.149742989453314522e+03
4.250000000000000000e+01,1.172053837909577396e+03
4.252499999999999858e+01,1.194126772189165877e+03
4.254999999999999716e+01,1.215977232131635446e+03
4.257500000000000284e+01,1.237611207638663927e+03
4.260000000000000142e+01,1.259024535395183193e+03
4.262500000000000000e+01,1.280203031815912254e+03
4.264999999999999858e+01,1.301123049474585287e+03
4.267499999999999716e+01,1.321751914934200613e+03
4.270000000000000284e+01,1.342048737833971245e+03
4.272500000000000142e+01,1.361966342345600879e+03
4.275000000000000000e+01,1.381453925107358145e+03
4.277499999999999858e+01,1.400459509115896935e+03
4.279999999999999716e+01,1.418931779276414545e+03
4.282500000000000284e+01,1.436821079215884311e+03
4.285000000000000142e+01,1.454079257788680934e+03
4.287500000000000000e+01,1.470659134564980832e+03
4.289999999999999858e+01,1.486514966636764711e+03
4.292499999999999716e+01,1.501603836108192127e+03
4.295000000000000284e+01,1.515887081366870461e+03
4.297500000000000142e+01,1.529331593164248716e+03
4.300000000000000000e+01,1.541911032590601280e+03
4.302499999999999858e+01,1.553606520043106684e+03
4.304999999999999716e+01,1.564405948759207376e+03
4.307500000000000284e+01,1.574301871005093062e+03
4.310000000000000142e+01,1.583288960617566772e+03
4.312500000000000000e+01,1.591361766172213947e+03
4.314999999999999858e+01,1.598513078825972343e+03
4.317499999999999716e+01,1.604733465325962015e+03
4.320000000000000284e+01,1.610012502797460684e+03
4.322500000000000142e+01,1.614341472588062516e+03
4.325000000000000000e+01,1.617716002882456905e+03
4.327499999999999858e+01,1.620137123996925311e+03
4.329999999999999716e+01,1.621610586845552461e+03
4.332500000000000284e+01,1.622145452174570892e+03
4.335000000000000142e+01,1.621753008444339002e+03
4.337500000000000000e+01,1.620445836825888136e+03
4.339999999999999858e+01,1.618236178012517257e+03
4.342499999999999716e+01,1.615134028057260821e+03
4.345000000000000284e+01,1.611146243202968208e+03
4.347500000000000142e+01,1.606277148648497814e+03
4.350000000000000000e+01,1.600530278936998002e+03
4.352499999999999858e+01,1.593910525045909708e+03
4.354999999999999716e+01,1.586425831153831950e+03
4.357500000000000284e+01,1.578087884775952716e+03
4.360000000000000142e+01,1.568912088855377306e+03
4.362500000000000000e+01,1.558917022502401778e+03
4.364999999999999858e+01,1.548122270741484499e+03
4.367499999999999716e+01,1.536544089703694908e+03
4.370000000000000284e+01,1.524190591260296742e+03
4.372500000000000142e+01,1.511058182112260056e+03
4.375000000000000000e+01,1.497129643671550411e+03
4.377499999999999858e+01,1.482373785508363198e+03
4.379999999999999716e+01,1.466746716361397603e+03
4.382500000000000284e+01,1.450194804608753657e+03
4.385000000000000142e+01,1.432658437279596683e+03
4.387500000000000000e+01,1.414074614013907421e+03
4.389999999999999858e+01,1.394377847098635129e+03
4.392499999999999716e+01,1.373500893035106856e+03
4.395000000000000284e+01,1.351376217153034759e+03
4.397500000000000142e+01,1.327937921256138452e+03
4.400000000000000000e+01,1.303124209570725270e+03
4.402499999999999858e+01,1.276880417230458534e+03
4.404999999999999716e+01,1.249161501697133417e+03
4.407500000000000284e+01,1.219932854555144786e+03
4.410000000000000142e+01,1.189169942364163035e+03
4.412500000000000000e+01,1.156857789799686316e+03
4.414999999999999858e+01,1.122990087043800486e+03
4.417499999999999716e+01,1.087567863196659346e+03
4.420000000000000284e+01,1.050598683627266610e+03
4.422500000000000142e+01,1.012096677437995595e+03
4.425000000000000000e+01,9.720827900828458041e+02
4.427499999999999858e+01,9.305849586226942165e+02
4.429999999999999716e+01,8.876380683452791800e+02
4.432500000000000284e+01,8.432829460972733386e+02
4.435000000000000142e+01,7.975639013525081964e+02
4.437500000000000000e+01,7.505255024727235877e+02
4.439999999999999858e+01,7.022095410306583290e+02
4.442499999999999716e+01,6.526527412531980872e+02
4.445000000000000284e+01,6.018853773545305330e+02
4.447500000000000142e+01,5.499305919721651890e+02
4.450000000000000000e+01,4.968045724270186838e+02
4.452499999999999858e+01,4.425179065216771050e+02
4.454999999999999716e+01,3.870777070340772639e+02
4.457500000000000284e+01,3.304899865854232530e+02
4.460000000000000142e+01,2.727620239437057990e+02
4.462500000000000000e+01,2.139041700329906348e+02
4.464999999999999858e+01,1.539307167566972794e+02
4.467499999999999716e+01,9.285999016760518998e+01
4.470000000000000284e+01,3.071406328104961858e+01
4.472500000000000142e+01,-3.248135288593172731e+01
4.475000000000000000e+01,-9.669657093168430606e+01
4.477499999999999858e+01,-1.618970258455060502e+02
4.479999999999999716e+01,-2.280413289922343552e+02
4.482500000000000284e+01,-2.950784936055572416e+02
4.485000000000000142e+01,-3.629457284486643402e+02
4.487500000000000000e+01,-4.315679566893518313e+02
4.489999999999999858e+01,-5.008591579011221029e+02
4.492499999999999716e+01,-5.707246642616195231e+02
4.495000000000000284e+01,-6.410630961538885231e+02
4.497500000000000142e+01,-7.117674645087055296e+02
4.500000000000000000e+01,-7.827259551713026440e+02
4.502499999999999858e+01,-8.538226051164838282e+02
4.504999999999999716e+01,-9.249378639419918500e+02
4.507500000000000284e+01,-9.959495825399384330e+02
4.510000000000000142e+01,-1.066734515493105391e+03
4.512500000000000000e+01,-1.137169508934579426e+03
4.514999999999999858e+01,-1.207132465063209565e+03
4.517499999999999716e+01,-1.276504353227338470e+03
4.520000000000000284e+01,-1.345172667682473502e+03
4.522500000000000142e+01,-1.413035091958789735e+03
4.525000000000000000e+01,-1.480001354881634597e+03
4.527499999999999858e+01,-1.545992393829892762e+03
4.529999999999999716e+01,-1.610938004625319081e+03
4.532500000000000284e+01,-1.674774506213274890e+03
4.535000000000000142e+01,-1.737443211041691484e+03
4.537500000000000000e+01,-1.798890004793792741e+03
4.539999999999999858e+01,-1.859065746179088364e+03
4.542499999999999716e+01,-1.917926724596597296e+03
4.545000000000000284e+01,-1.975434417738048069e+03
4.547500000000000142e+01,-2.031554690340762363e+03
4.550000000000000000e+01,-2.086257289807861525e+03
4.552499999999999858e+01,-2.139515529813418652e+03
4.554999999999999716e+01,-2.191305446610907438e+03
4.557500000000000284e+01,-2.241604712681601086e+03
4.560000000000000142e+01,-2.290392332322538550e+03
4.562500000000000000e+01,-2.337649722509461299e+03
4.564999999999999858e+01,-2.383362309143362381e+03
4.567499999999999716e+01,-2.427519688965057412e+03
4.570000000000000284e+01,-2.470113599295950280e+03
4.572500000000000142e+01,-2.511135000893503275e+03
4.575000000000000000e+01,-2.550572245538339757e+03
4.577499999999999858e+01,-2.588411225822214874e+03
4.579999999999999716e+01,-2.624636443505886746e+03
4.582500000000000284e+01,-2.659231199260824269e+03
4.585000000000000142e+01,-2.692176154048499484e+03
4.587500000000000000e+01,-2.723446662397304408e+03
4.589999999999999858e+01,-2.753010269092841554e+03
4.592499999999999716e+01,-2.780826361002717931e+03
4.595000000000000284e+01,-2.806848686868356708e+03
4.597500000000000142e+01,-2.831029304161675554e+03
4.600000000000000000e+01,-2.853322120188511235e+03
4.602499999999999858e+01,-2.873684955291540973e+03
4.604999999999999716e+01,-2.892079551885304227e+03
4.607500000000000284e+01,-2.908470027883337934e+03
4.610000000000000142e+01,-2.922821119709551567e+03
4.612500000000000000e+01,-2.935096866916140698e+03
4.614999999999999858e+01,-2.945259342933688913e+03
4.617499999999999716e+01,-2.953266785838229225e+03
4.620000000000000284e+01,-2.959071505969985537e+03
4.622500000000000142e+01,-2.962619147937113667e+03
4.625000000000000000e+01,-2.963849948404890256e+03
4.627499999999999858e+01,-2.962700657453615804e+03
4.629999999999999716e+01,-2.959105880045980030e+03
4.632500000000000284e+01,-2.952999120317275811e+03
4.635000000000000142e+01,-2.944314269817692093e+03
4.637500000000000000e+01,-2.932987782343615436e+03
4.639999999999999858e+01,-2.918961183472136327e+03
4.642499999999999716e+01,-2.902183215981583999e+03
4.645000000000000284e+01,-2.882611549955694500e+03
4.647500000000000142e+01,-2.860214952469126274e+03
4.650000000000000000e+01,-2.834976670897335680e+03
4.652499999999999858e+01,-2.806898367498429707e+03
4.654999999999999716e+01,-2.776002735700370522e+03
4.657500000000000284e+01,-2.742333667442953811e+03
4.660000000000000142e+01,-2.705954386879170670e+03
4.662500000000000000e+01,-2.666944203241005653e+03
4.664999999999999858e+01,-2.625394483667403620e+03
4.667499999999999716e+01,-2.581405253397461365e+03
4.670000000000000284e+01,-2.535083882877413998e+03
4.672500000000000142e+01,-2.486545803106492258e+03
4.675000000000000000e+01,-2.435915536012410485e+03
4.677499999999999858e+01,-2.383326264725753845e+03
4.679999999999999716e+01,-2.328918117583634285e+03
4.682500000000000284e+01,-2.272836546691141393e+03
4.685000000000000142e+01,-2.215230821904311142e+03
4.687500000000000000e+01,-2.156251904545613343e+03
4.689999999999999858e+01,-2.096050168466702871e+03
4.692499999999999716e+01,-2.034773427657908542e+03
4.695000000000000284e+01,-1.972564550518791748e+03
4.697500000000000142e+01,-1.909558559770637657e+03
4.700000000000000000e+01,-1.845880503110907512e+03
4.702499999999999858e+01,-1.781645222528520208e+03
4.704999999999999716e+01,-1.716958996009979955e+03
4.707500000000000284e+01,-1.651922273300803909e+03
4.710000000000000142e+01,-1.586632838246846632e+03
4.712500000000000000e+01,-1.521188481403367177e+03
4.714999999999999858e+01,-1.455687982137833160e+03
4.717499999999999716e+01,-1.390230693694921456e+03
4.720000000000000284e+01,-1.324916222102418033e+03
4.722500000000000142e+01,-1.259844496086765730e+03
4.725000000000000000e+01,-1.195115197087315664e+03
4.727499999999999858e+01,-1.130826269489051811e+03
4.729999999999999716e+01,-1.067072929727441760e+03
4.732500000000000284e+01,-1.003948215721378119e+03
4.735000000000000142e+01,-9.415442541512229582e+02
4.737500000000000000e+01,-8.799534015569585108e+02
4.739999999999999858e+01,-8.192689067370040448e+02
4.742499999999999716e+01,-7.595840730818853217e+02
4.745000000000000284e+01,-7.009895544506997567e+02
4.747500000000000142e+01,-6.435702166983057850e+02
4.750000000000000000e+01,-5.874031448063798280e+02
4.752499999999999858e+01,-5.325569811402585856e+02
4.754999999999999716e+01,-4.790920404685670064e+02
4.757500000000000284e+01,-4.270609361080099688e+02
4.760000000000000142e+01,-3.765090553268382223e+02
4.762500000000000000e+01,-3.274738516910487078e+02
4.764999999999999858e+01,-2.799832248267557588e+02
4.767499999999999716e+01,-2.340540858462909455e+02
4.770000000000000284e+01,-1.896914535379548852e+02
4.772500000000000142e+01,-1.468881396072634971e+02
4.775000000000000000e+01,-1.056251527274329192e+02
4.777499999999999858e+01,-6.587250353435246097e+01
4.779999999999999716e+01,-2.758987182590730924e+01
4.782500000000000284e+01,9.272912997429031634e+00
4.785000000000000142e+01,4.477481571515139080e+01
4.787500000000000000e+01,7.898146635519724157e+01
4.789999999999999858e+01,1.119624616367094774e+02
4.792499999999999716e+01,1.437886076218973699e+02
4.795000000000000284e+01,1.745298590514275645e+02
4.797500000000000142e+01,2.042551813493105897e+02
4.800000000000000000e+01,2.330341870321452973e+02
4.802499999999999858e+01,2.609388468785683131e+02
4.804999999999999716e+01,2.880439444126210446e+02
4.807500000000000284e+01,3.144260946304542585e+02
4.810000000000000142e+01,3.401615174355041518e+02
4.812500000000000000e+01,3.653227302406519357e+02
4.814999999999999858e+01,3.899747273078962166e+02
4.817499999999999716e+01,4.141712707198988710e+02
4.820000000000000284e+01,4.379519167604911445e+02
4.822500000000000142e+01,4.613408373329062897e+02
4.825000000000000000e+01,4.843480430271595765e+02
4.827499999999999858e+01,5.069726530729327578e+02
4.829999999999999716e+01,5.292074932455919907e+02
4.832500000000000284e+01,5.510439737902659090e+02
4.835000000000000142e+01,5.724758930273785609e+02
4.837500000000000000e+01,5.935016041031824443e+02
4.839999999999999858e+01,6.141252790025193917e+02
4.842499999999999716e+01,6.343577438488383677e+02
4.845000000000000284e+01,6.542164671759652492e+02
4.847500000000000142e+01,6.737248949138845546e+02
4.850000000000000000e+01,6.929119066160947114e+02
4.852499999999999858e+01,7.118110903922319039e+02
4.854999999999999716e+01,7.304590186480394323e+02
4.857500000000000284e+01,7.488930485993448656e+02
4.860000000000000142e+01,7.671496450388011681e+02
4.862500000000000000e+01,7.852629972992911007e+02
4.864999999999999858e+01,8.032634107019694056e+02
4.867499999999999716e+01,8.211758770787805588e+02
4.870000000000000284e+01,8.390196371543338500e+02
4.872500000000000142e+01,8.568090979395773275e+02
4.875000000000000000e+01,8.745556233769957544e+02
4.877499999999999858e+01,8.922693276745787898e+02
4.879999999999999716e+01,9.099603684057384498e+02
4.882500000000000284e+01,9.276396371660507612e+02
4.885000000000000142e+01,9.453191134874016370e+02
4.887500000000000000e+01,9.630120772903379702e+02
4.889999999999999858e+01,9.807325650379517583e+02
4.892499999999999716e+01,9.984938030975388301e+02
4.895000000000000284e+01,1.016306631914280729e+03
4.897500000000000142e+01,1.034178549754349660e+03
4.900000000000000000e+01,1.052113102348276698e+03
4.902499999999999858e+01,1.070109300431685369e+03
4.904999999999999716e+01,1.088160257239378097e+03
4.907500000000000284e+01,1.106250451809465176e+03
4.910000000000000142e+01,1.124353140932507813e+03
4.912500000000000000e+01,1.142430573468265038e+03
4.914999999999999858e+01,1.160437274054721001e+03
4.917499999999999716e+01,1.178323768727843117e+03
4.920000000000000284e+01,1.196039308559674964e+03
4.922500000000000142e+01,1.213534748710093936e+03
4.925000000000000000e+01,1.230765929373785411e+03
4.927499999999999858e+01,1.247696164689644775e+03
4.929999999999999716e+01,1.264296855820399969e+03
4.932500000000000284e+01,1.280546316814698457e+03
4.935000000000000142e+01,1.296427414167766074e+03
4.937500000000000000e+01,1.311924572951022128e+03
4.939999999999999858e+01,1.327020731377283710e+03
4.942499999999999716e+01,1.341695110032368575e+03
4.945000000000000284e+01,1.355922188907647069e+03
4.947500000000000142e+01,1.369671725690242511e+03
4.950000000000000000e+01,1.382909910155118041e+03
4.952499999999999858e+01,1.395601877890172545e+03
4.954999999999999716e+01,1.407715294530027450e+03
4.957500000000000284e+01,1.419223848056513134e+03
4.960000000000000142e+01,1.430109309771308517e+03
4.962500000000000000e+01,1.440362066006793611e+03
4.964999999999999858e+01,1.449981107619436216e+03
4.967499999999999716e+01,1.458974225195896452e+03
4.970000000000000284e+01,1.467358287289413511e+03
4.972500000000000142e+01,1.475159116959996709e+03
4.975000000000000000e+01,1.482410966818552879e+03
4.977499999999999858e+01,1.489155708528890273e+03
4.979999999999999716e+01,1.495441473952338811e+03
4.982500000000000284e+01,1.501320615656397649e+03
4.985000000000000142e+01,1.506847166749067355e+03
4.987500000000000000e+01,1.512073910875715455e+03
4.989999999999999858e+01,1.517049094519734808e+03
4.992499999999999716e+01,1.521813485323357099e+03
4.995000000000000284e+01,1.526398549933452614e+03
4.997500000000000142e+01,1.530825160712053503e+03
5.000000000000000000e+01,1.535102359285321882e+03
5.002499999999999858e+01,1.539226926966865676e+03
5.004999999999999716e+01,1.543184128751180424e+03
5.007500000000000284e+01,1.546949408538143416e+03
5.010000000000000142e+01,1.550490818028454896e+03
5.012500000000000000e+01,1.553771791612581410e+03
5.014999999999999858e+01,1.556753697037107486e+03
5.017499999999999716e+01,1.559397357032589071e+03
5.020000000000000284e+01,1.561663301523984728e+03
5.022500000000000142e+01,1.563511482338920132e+03
5.025000000000000000e+01,1.564900734459646628e+03
5.027499999999999858e+01,1.565787652969889677e+03
5.029999999999999716e+01,1.566125164117331678e+03
5.032500000000000284e+01,1.565861519817703993e+03
5.035000000000000142e+01,1.564939943642073786e+03
5.037500000000000000e+01,1.563298592537688819e+03
5.039999999999999858e+01,1.560870803856253588e+03
5.042499999999999716e+01,1.557586221063445009e+03
5.045000000000000284e+01,1.553372919259287983e+03
5.047500000000000142e+01,1.548159629048878514e+03
5.050000000000000000e+01,1.541877434739232058e+03
5.052499999999999858e+01,1.534460971951210922e+03
5.054999999999999716e+01,1.525848861987081591e+03
5.057500000000000284e+01,1.515983913480812134e+03
5.060000000000000142e+01,1.504814778813181647e+03
5.062500000000000000e+01,1.492298936569574380e+03
5.064999999999999858e+01,1.478404756656369727e+03
5.067499999999999716e+01,1.463111703247579953e+03
5.070000000000000284e+01,1.446409482375197967e+03
5.072500000000000142e+01,1.428296530389742202e+03
5.075000000000000000e+01,1.408777916429894958e+03
5.077499999999999858e+01,1.387863389739840841e+03
5.079999999999999716e+01,1.365566362511745865e+03
5.082500000000000284e+01,1.341904149979515523e+03
5.085000000000000142e+01,1.316899266195330483e+03
5.087500000000000000e+01,1.290580868859706243e+03
5.089999999999999858e+01,1.262985484755888820e+03
5.092499999999999716e+01,1.234157166046151815e+03
5.095000000000000284e+01,1.204147599885351383e+03
5.097500000000000142e+01,1.173015976155776116e+03
5.100000000000000000e+01,1.140828225474246892e+03
5.102499999999999858e+01,1.107655773048004903e+03
5.104999999999999716e+01,1.073574183829808362e+03
5.107500000000000284e+01,1.038661874046825233e+03
5.110000000000000142e+01,1.002998829419520234e+03
5.112500000000000000e+01,9.666655093937356469e+02
5.114999999999999858e+01,9.297419025828063468e+02
5.117499999999999716e+01,8.923059262487695378e+02
5.120000000000000284e+01,8.544310489528644439e+02
5.122500000000000142e+01,8.161841789886393599e+02
5.125000000000000000e+01,7.776244551234426581e+02
5.127499999999999858e+01,7.388026871030981511e+02
5.129999999999999716e+01,6.997610639865976054e+02
5.132500000000000284e+01,6.605329856151084869e+02
5.135000000000000142e+01,6.211427683572810565e+02
5.137500000000000000e+01,5.816045934232752188e+02
5.139999999999999858e+01,5.419205799552522649e+02
5.142499999999999716e+01,5.020795455384567276e+02
5.145000000000000284e+01,4.620582783458926315e+02
5.147500000000000142e+01,4.218253172887836513e+02
5.150000000000000000e+01,3.813462990686705325e+02
5.152499999999999858e+01,3.405898637955941126e+02
5.154999999999999716e+01,2.995326727958251922e+02
5.157500000000000284e+01,2.581626198569508119e+02
5.160000000000000142e+01,2.164805218330816956e+02
5.162500000000000000e+01,1.745010383436643906e+02
5.164999999999999858e+01,1.322533251022389322e+02
5.167499999999999716e+01,8.978128034857340367e+01
5.170000000000000284e+01,4.714282649559891070e+01
5.172500000000000142e+01,4.408276934145092696e+00
5.175000000000000000e+01,-3.834136183197908565e+01
5.177499999999999858e+01,-8.101578539524851408e+01
5.179999999999999716e+01,-1.235170046697427892e+02
5.182500000000000284e+01,-1.657415313126943488e+02
5.185000000000000142e+01,-2.075828692131077844e+02
5.187500000000000000e+01,-2.489337065991577447e+02
5.189999999999999858e+01,-2.896871079011814345e+02
5.192499999999999716e+01,-3.297366247745531496e+02
5.195000000000000284e+01,-3.689765440873013063e+02
5.197500000000000142e+01,-4.073037341216041796e+02
5.200000000000000000e+01,-4.446209209479326887e+02
5.202499999999999858e+01,-4.808397493919035810e+02
5.204999999999999716e+01,-5.158824585713014130e+02
5.207500000000000284e+01,-5.496823661015043854e+02
5.210000000000000142e+01,-5.821838688780156872e+02
5.212500000000000000e+01,-6.133422769781443549e+02
5.214999999999999858e+01,-6.431234875426273447e+02
5.217499999999999716e+01,-6.715034806690937330e+02
5.220000000000000284e+01,-6.984673650851193543e+02
5.222500000000000142e+01,-7.240077039690555694e+02
5.225000000000000000e+01,-7.481224180458913224e+02
5.227499999999999858e+01,-7.708128955216611757e+02
5.229999999999999716e+01,-7.920826674787891761e+02
5.232500000000000284e+01,-8.119366197039960298e+02
5.235000000000000142e+01,-8.303806623875104833e+02
5.237500000000000000e+01,-8.474221386663598423e+02
5.239999999999999858e+01,-8.630716786891985066e+02
5.242499999999999716e+01,-8.773461987885817734e+02
5.245000000000000284e+01,-8.902711517729070465e+02
5.247500000000000142e+01,-9.018810042406909133e+02
5.250000000000000000e+01,-9.122188383374036675e+02
5.252499999999999858e+01,-9.213360612475980815e+02
5.254999999999999716e+01,-9.292920261802415780e+02
5.257500000000000284e+01,-9.361529275808815100e+02
5.260000000000000142e+01,-9.419903798284569802e+02
5.262500000000000000e+01,-9.468804615169559611e+02
5.264999999999999858e+01,-9.509026386338891825e+02
5.267499999999999716e+01,-9.541377694628230302e+02
5.270000000000000284e+01,-9.566659671106745009e+02
5.272500000000000142e+01,-9.585649825551223557e+02
5.275000000000000000e+01,-9.599083570694356240e+02
5.277499999999999858e+01,-9.607633562945220547e+02
5.279999999999999716e+01,-9.611898999432401069e+02
5.282500000000000284e+01,-9.612409424233688924e+02
5.285000000000000142e+01,-9.609639430971985803e+02
5.287500000000000000e+01,-9.604030765133762770e+02
5.289999999999999858e+01,-9.596022772615783651e+02
5.292499999999999716e+01,-9.586091349457624347e+02
5.295000000000000284e+01,-9.574780591291407745e+02
5.297500000000000142e+01,-9.562709294761564252e+02
5.300000000000000000e+01,-9.550556392854955448e+02
5.302499999999999858e+01,-9.539036998967192176e+02
5.304999999999999716e+01,-9.528871592182042605e+02
5.307500000000000284e+01,-9.520748904650988607e+02
5.310000000000000142e+01,-9.515288706300835884e+02
5.312500000000000000e+01,-9.513015556538681494e+02
5.314999999999999858e+01,-9.514351038423476439e+02
5.317499999999999716e+01,-9.519622385252193908e+02
5.320000000000000284e+01,-9.529078416164812779e+02
5.322500000000000142e+01,-9.542898961505436546e+02
5.325000000000000000e+01,-9.561186253519838374e+02
5.327499999999999858e+01,-9.583943305310460801e+02
5.329999999999999716e+01,-9.611059916296206893e+02
5.332500000000000284e+01,-9.642319418472529833e+02
5.335000000000000142e+01,-9.677417924174804966e+02
5.337500000000000000e+01,-9.715983665320136424e+02
5.339999999999999858e+01,-9.757597060407412073e+02
5.342499999999999716e+01,-9.801813558593850075e+02
5.345000000000000284e+01,-9.848183065840669315e+02
5.347500000000000142e+01,-9.896262202282291582e+02
5.350000000000000000e+01,-9.945622369274594803e+02
5.352499999999999858e+01,-9.995855509197143647e+02
5.354999999999999716e+01,-1.004656928517214624e+03
5.357500000000000284e+01,-1.009736418042268383e+03
5.360000000000000142e+01,-1.014780901753047146e+03
5.362500000000000000e+01,-1.019743761730384563e+03
5.364999999999999858e+01,-1.024576507029391678e+03
5.367499999999999716e+01,-1.029230799366976044e+03
5.370000000000000284e+01,-1.033659795462235934e+03
5.372500000000000142e+01,-1.037818870357658170e+03
5.375000000000000000e+01,-1.041666519373193296e+03
5.377499999999999858e+01,-1.045165498678695030e+03
5.379999999999999716e+01,-1.048283346136115142e+03
5.382500000000000284e+01,-1.050991654328934601e+03
5.385000000000000142e+01,-1.053264272927915954e+03
5.387500000000000000e+01,-1.055075391976364244e+03
5.389999999999999858e+01,-1.056398823554852470e+03
5.392499999999999716e+01,-1.057208956715385284e+03
5.395000000000000284e+01,-1.057482082911654516e+03
5.397500000000000142e+01,-1.057196618200116518e+03
5.400000000000000000e+01,-1.056332241525491554e+03
5.402499999999999858e+01,-1.054868098153346864e+03
5.404999999999999716e+01,-1.052779941504853241e+03
5.407500000000000284e+01,-1.050036913105001304e+03
5.410000000000000142e+01,-1.046598688852074702e+03
5.412500000000000000e+01,-1.042413630281928590e+03
5.414999999999999858e+01,-1.037419373753214131e+03
5.417499999999999716e+01,-1.031546775461254356e+03
5.420000000000000284e+01,-1.024725715606127778e+03
5.422500000000000142e+01,-1.016889736664287398e+03
5.425000000000000000e+01,-1.007977899957676527e+03
5.427499999999999858e+01,-9.979342700143474758e+02
5.429999999999999716e+01,-9.867060553221194823e+02
5.432500000000000284e+01,-9.742418213509250791e+02
5.435000000000000142e+01,-9.604908474097451290e+02
5.437500000000000000e+01,-9.454033095890933964e+02
5.439999999999999858e+01,-9.289306022453857850e+02
5.442499999999999716e+01,-9.110256289794574514e+02
5.445000000000000284e+01,-8.916431901152831188e+02
5.447500000000000142e+01,-8.707409018902640128e+02
5.450000000000000000e+01,-8.482805635492314877e+02
